title,year,genre,duration,country,director,humor,rhythm,effort,tension,vote,votes_total
Mayerling,1936,Drama,90,France,Anatole Litvak,0,0,0,0,5,3
Memphis Belle,1990,War,107,Great Britain,Michael Caton-Jones,0,3,0,2,6,36
The Amazing Mr. Blunden,1972,Comedy,99,Great Britain,Lionel Jeffries,0,0,0,0,7,6
Savage Messiah,1972,Biography,100,Great Britain,Ken Russell,1,3,3,2,7,22
Mortelle randonnée,1983,Drama,119,France,Claude Miller,0,0,0,0,7,12
La sirène du Mississippi,1969,Drama,123,France,François Truffaut,2,3,2,4,7,104
Mitt liv som hund,1985,Drama,103,Sweden,Lasse Hallström,0,2,0,2,7,18
Le million,1931,Comedy,91,France,René Clair,0,0,0,0,8,8
One Million Years B. C.,1966,Drama,100,Great Britain,Don Chaffey,0,2,0,3,5,13
Seven Days to Noon,1950,Thriller,94,Great Britain,John Boulting,1,3,2,3,6,9
King Solomon's Mines,1937,Adventure,80,Great Britain,Robert Stevenson,1,3,1,3,7,6
Bedazzled,1967,Comedy,103,Great Britain,Stanley Donen,4,3,0,1,7,14
Fanny by Gaslight,1944,Drama,108,Great Britain,Anthony Asquith,0,2,1,2,6,5
My Left Foot,1989,Biography,106,Great Britain,Jim Sheridan,1,3,4,4,7,99
Mon oncle Benjamin,1969,Comedy,92,France,Edouard Molinaro,3,3,2,0,6,8
White Mischief,1987,Drama,106,Great Britain,Michael Radford,0,2,1,2,5,14
The Mission,1986,Drama,125,Great Britain,Roland Joffé,1,4,4,4,7,249
The Missionary,1981,Comedy,86,Great Britain,Richard Loncraine,2,2,0,1,5,11
The Draughtsman's Contract,1982,Drama,103,Great Britain,Peter Greenaway,1,2,3,3,7,106
The Lady Vanished,1979,Thriller,98,Great Britain,Anthony Page,2,2,1,2,6,28
Half Moon Street,1987,Spy,89,Great Britain,Bob Swaim,1,2,1,1,5,34
Chariots of Fire,1981,Drama,124,Great Britain,Hugh Hudson,1,2,2,2,7,111
Moonlighting,1982,Drama,95,Great Britain,Jerzy Skolimowski,1,3,4,2,7,24
Mort d'un pourri,1977,Crime,118,France,Georges Lautner,1,3,1,2,6,8
La mort en direct,1980,Drama,128,France,Bertrand Tavernier,0,2,4,3,7,41
Countess Dracula,1971,Horror,89,Great Britain,Peter Sasdy,0,2,0,3,5,24
Un papillon sur l'épaule,1978,Drama,95,France,Jacques Deray,0,3,1,3,7,11
The Abominable Snowman,1957,Sci-Fi,91,Great Britain,Val Guest,0,0,0,0,6,19
Crocodile Dundee,1986,Adventure,95,Australia,Peter Faiman,2,3,1,1,6,125
Crocodile Dundee II,1988,Comedy,112,Australia,John Cornell,2,2,1,2,5,91
Musik i Mörker,1947,Drama,87,Sweden,Ingmar Bergman,0,2,1,2,6,16
My Beautiful Laundrette,1985,Drama,93,Great Britain,Stephen Frears,1,3,3,2,7,54
The Nanny,1965,Drama,90,Great Britain,Seth Holt,1,2,2,3,7,29
Napoléon vu par Abel Gance,1927,Biography,110,France,Abel Gance,0,2,2,2,8,44
Born Free,1965,Adventure,95,Great Britain,James Hill,1,2,2,1,6,12
Le pays des sourds,1992,Documentary,99,France,Nicolas Philibert,1,2,4,2,8,7
L'évenement le plus important depuis que l'homme a marché sur la lune,1974,Comedy,90,France,Jacques Demy,2,2,1,0,6,23
Fall for Grace,1994,Spy,135,Great Britain,Waris Hussein,0,2,1,2,6,11
Night of the Big Heat,1967,Sci-Fi,94,Great Britain,Terence Fisher,0,2,1,2,5,11
Un flic,1972,Crime,100,France,Jean-Pierre Melville,0,2,2,2,7,75
Peeping Tom,1960,Thriller,109,Great Britain,Michael Powell,0,3,2,3,8,182
Odette,1950,Spy,123,Great Britain,Herbert Wilcox,0,2,3,3,7,3
Encore - Once More,1988,Drama,87,France,Paul Vecchiali,0,2,3,3,7,9
Operation Crossbow,1965,War,116,Great Britain,Michael Anderson,0,2,1,2,6,22
Inside Out,1975,Adventure,95,Great Britain,Peter Duffell,1,2,0,2,6,17
Dead Calm,1988,Thriller,96,Australia,Phillip Noyce,1,3,1,4,6,176
1984,1984,Sci-Fi,115,Great Britain,Michael Radford,1,3,4,4,7,136
Theatre of Blood,1973,Horror,104,Great Britain,Douglas Hickox,2,3,0,3,7,69
Banco à Bangkok pour Oss 117,1963,Spy,113,France,André Hunebelle,1,2,0,2,5,3
Sangre y arena,1992,Erotico,99,Spain,Javier Elorrieta,0,0,0,1,4,5
El Pico,1983,Drama,110,Spain,Eloy De La Iglesia,0,0,0,0,3,4
The Pink Panther Strikes Again,1976,Comedy,103,Great Britain,Blake Edwards,3,3,0,1,7,88
Paris brule-t-il?,1967,War,80,France,René Clément,0,3,3,3,6,23
La passion de Jeanne d'Arc,1928,Drama,97,France,Carl Theodor Dreyer,0,3,4,4,9,163
Le repas des fauves,1964,Drama,100,France,Christian-Jaque,0,2,1,1,6,11
Storm in a Teacup,1937,Comedy,87,Great Britain,Victor Saville,3,3,1,1,7,12
The Long and the Short and the Tall,1960,War,105,Great Britain,Leslie Norman,0,0,0,0,7,3
Stage Fright,1950,Thriller,110,Great Britain,Alfred Hitchcock,2,1,0,2,7,132
Fear in the Night,1972,Thriller,95,Great Britain,Jimmy Sangster,0,0,0,0,5,12
The Madwoman of Chaillot,1969,Comedy,99,Great Britain,Bryan Forbes,2,2,0,1,5,4
Les tricheurs,1958,Drama,119,France,Marcel Carné,0,3,1,2,6,16
Mahler,1974,Biography,110,Great Britain,Ken Russell,2,3,3,3,7,22
Personal Services,1986,Comedy,101,Great Britain,Terry Jones,2,2,1,2,7,7
A Fish Called Wanda,1988,Comedy,108,Great Britain,Charles Crichton,4,3,1,1,7,253
Bugsy Malone,1976,Comedy,95,Great Britain,Alan Parker,3,3,0,2,6,27
Pickpocket,1959,Drama,75,France,Robert Bresson,0,2,4,3,8,125
Picnic at Hanging Rock,1975,Drama,113,Australia,Peter Weir,1,2,3,4,8,302
Hell Drivers,1957,Drama,108,Great Britain,Cy Endfield,0,0,0,0,6,10
Pink Floyd. The Wall,1982,Musical,95,Great Britain,Alan Parker,0,3,3,1,7,104
La piscine,1968,Drama,85,France,Jacques Deray,0,2,1,4,6,88
The Alphabet Murder,1966,Thriller,90,Great Britain,Frank Tashlin,3,3,2,1,5,15
Polar,1983,Crime,97,France,Jacques Bral,1,2,0,3,6,4
Peur sur la ville,1975,Crime,125,France,Henri Verneuil,1,4,1,3,6,51
Poussière d'ange,1987,Drama,109,France,Edouard Niermans,0,0,0,0,5,3
The Shuttered Room,1967,Drama,101,Great Britain,David Greene,0,0,0,0,6,4
Prénom Carmen,1983,Drama,85,France,Jean-Luc Godard,0,0,0,0,6,35
Présumé dangereux,1990,Adventure,100,France,Georges Lautner,1,2,0,2,4,3
Prick Up Your Ears,1987,Drama,105,Great Britain,Stephen Frears,1,2,2,3,7,16
The Drum,1938,Adventure,96,Great Britain,Zoltan Korda,1,3,0,2,6,9
Les Magiciens,1976,Thriller,89,France,Claude Chabrol,1,2,1,2,4,33
Ordeal by Innocence,1984,Thriller,87,Great Britain,Desmond Davis,0,2,0,2,5,6
Porte des Lilas,1957,Drama,96,France,René Clair,1,2,1,1,7,21
Fourth Protocol,1987,Spy,115,Great Britain,John Mackenzie,0,2,0,2,6,28
Quatermass II,1957,Sci-Fi,85,Great Britain,Val Guest,0,3,0,3,7,24
Doctor in the House,1954,Comedy,91,Great Britain,Ralph Thomas,2,2,0,1,6,6
The Four Feathers,1939,Adventure,130,Great Britain,Zoltan Korda,0,3,1,2,7,36
Those Magnificent Men in Their Flying Machines,1965,Comedy,133,Great Britain,Ken Annakin,2,2,1,1,6,16
The Long Good Friday,1980,Noir,114,Great Britain,John Mackenzie,1,3,2,3,7,30
Cet obscur objet du désir,1977,Grotesque,110,France,Luis Buñuel,2,2,2,2,8,131
Go Trabi Go,1991,Comedy,92,Germany,Peter Timm,2,2,0,2,5,5
Vivre sa vie,1962,Drama,85,France,Jean-Luc Godard,1,2,3,2,8,98
Tiger Bay,1959,Crime,105,Great Britain,J. Lee Thompson,0,2,0,3,7,5
The Family Way,1966,Comedy,115,Great Britain,Roy Boulting,0,0,0,0,6,3
En cas de malheur,1957,Drama,100,France,Claude Autant-Lara,1,2,3,3,7,13
Das Mädchen Rosemarie,1958,Grotesque,100,Germany,Rolf Thiele,1,2,3,1,7,9
Eye Witness,1970,Thriller,82,Great Britain,John Hough,1,2,0,2,6,11
L'enfant sauvage,1969,Drama,85,France,François Truffaut,0,2,4,2,8,98
La bande des quatre,1988,Drama,160,France,Jacques Rivette,1,1,3,2,6,7
Revolution,1985,Drama,123,Great Britain,Hugh Hudson,0,2,3,1,5,38
Riff-Raff,1990,Comedy,95,Great Britain,Ken Loach,2,2,3,2,7,67
Du rififi à Paname,1965,Crime,100,France,Denys De La Patellière,0,2,0,1,4,8
The Reflecting Skin,1990,Drama,99,Great Britain,Philip Ridley,0,2,2,3,7,57
Return from the River Kwai,1988,War,108,Great Britain,Andrew V. McLaglen,0,2,1,2,4,5
The Holcroft Covenant,1985,Spy,112,Great Britain,John Frankenheimer,1,2,1,3,5,22
Geneviève,1953,Comedy,86,Great Britain,Henry Cornelius,0,0,0,0,8,5
The Evil of Frankenstein,1964,Horror,84,Great Britain,Freddie Francis,1,2,0,2,6,8
The Romantic Englishwoman,1975,Drama,93,Great Britain,Joseph Losey,1,2,2,2,6,15
Rommel ruft Kairo,1959,Spy,106,Germany,Wolfgang Schleif,0,2,1,2,6,8
L'emmerdeur,1973,Comedy,80,France,Edouard Molinaro,3,3,1,2,7,65
Fantasia chez les ploucs,1971,Comedy,93,France,Gérard Pirès,3,4,3,3,8,3
Scherben,1921,Drama,64,Germany,Lupu Pick,0,0,0,0,8,5
Chinesisches Roulette,1976,Drama,86,Germany,Rainer Werner Fassbinder,1,1,4,4,7,44
Le gendarme en balade,1970,Comedy,95,France,Jean Girault,2,2,0,0,7,25
Sabotage,1936,Thriller,76,Great Britain,Alfred Hitchcock,1,2,1,4,7,81
Salt and Pepper,1968,Comedy,101,Great Britain,Richard Donner,2,3,0,2,4,3
Sammy and Rosie Get Laid,1987,Drama,99,Great Britain,Stephen Frears,1,2,3,3,7,14
Sammy Going South,1963,Adventure,110,Great Britain,Alexander Mackendrick,2,3,1,2,7,3
Tam-Lin,1971,Drama,106,Great Britain,Roddy McDowall,0,0,0,1,6,3
Le casse,1971,Crime,110,France,Henri Verneuil,1,2,0,1,5,14
Rendez-vous de juillet,1949,Drama,95,France,Jacques Becker,0,0,0,0,8,3
The Private Life of Henry VIII,1933,Drama,97,Great Britain,Alexander Korda,0,2,2,1,7,22
Without a Clue,1988,Thriller,109,Great Britain,Thom Eberhardt,2,2,0,1,7,76
Play Dirty,1968,War,116,Great Britain,André De Toth,0,2,2,3,7,21
Une semaine de vacances,1980,Comedy,102,France,Bertrand Tavernier,0,0,0,0,8,4
The Seventh Veil,1945,Drama,94,Great Britain,Compton Bennett,1,2,2,3,7,20
Submarine X 1,1969,War,92,Great Britain,William A. Graham,0,1,0,1,5,3
Withnail and I,1986,Comedy,104,Great Britain,Bruce Robinson,2,2,1,1,6,26
I Don't Want to Be Born,1975,Horror,100,Great Britain,Peter Sasdy,0,0,0,0,3,7
The Seven Per Cent Solution,1976,Thriller,120,Great Britain,Herbert Ross,2,2,1,3,6,36
Le petit baigneur,1968,Comedy,96,France,Robert Dhéry,2,2,0,0,5,37
Sid and Nancy,1986,Drama,89,Great Britain,Alex Cox,1,3,0,1,6,46
La dame dans l'auto avec les lunettes et un fusil,1971,Thriller,103,France,Anatole Litvak,0,0,0,0,7,7
La femme d'à côté,1981,Mélo,106,France,François Truffaut,0,2,1,3,8,203
Home at Seven,1952,Thriller,85,Great Britain,Ralph Richardson,0,1,0,1,5,3
Simba,1955,Drama,99,Great Britain,Brian Desmond Hurst,0,3,0,2,7,13
César et Rosalie,1971,Comedy,110,France,Claude Sautet,3,3,1,1,7,28
Die schöne Lügnerin,1959,Romantic,100,Germany,Axel von Ambesser,2,2,0,1,5,13
A Nightingale Sang in Barkley Square,1979,Comedy,106,Great Britain,Ralph Thomas,0,2,0,2,5,10
Soft Beds Hard Battles,1973,Comedy,90,Great Britain,Roy Boulting,3,2,0,1,6,4
The Hight Bright Sun,1964,Drama,104,Great Britain,Ralph Thomas,0,2,2,2,4,8
Only When I Larf,1968,Comedy,109,Great Britain,Basil Dearden,2,2,0,1,5,5
The Guru,1969,Drama,112,Great Britain,James Ivory,0,3,2,2,6,4
Above Us the Waves,1955,War,99,Great Britain,Ralph Thomas,0,3,3,2,5,5
Les soeurs Brontë,1979,Biography,115,France,André Téchiné,0,1,2,1,7,8
Schwestern oder die Balance des Glücks,1979,Drama,95,Germany,Margarethe Von Trotta,0,2,2,1,6,5
Lifeforce,1985,Sci-Fi,98,Great Britain,Tobe Hooper,1,2,0,2,5,49
Strapless,1989,Drama,97,Great Britain,David Hare,0,2,2,2,7,4
La lune dans le caniveau,1982,Drama,137,France,Jean-Jacques Beneix,0,2,0,2,4,4
The Spy with a Cold Nose,1966,Comedy,95,Great Britain,Daniel Petrie,2,2,0,1,6,3
The Spy in Black,1939,Spy,82,Great Britain,Michael Powell,1,2,2,3,7,19
La mariée était en noir,1967,Drama,107,France,François Truffaut,0,2,1,3,7,107
Les mariés de l'an II,1971,Comedy,100,France,Jean-Paul Rappeneau,2,3,1,1,5,20
Mosquito Squadron,1968,War,92,Great Britain,Boris Sagal,0,2,0,2,6,7
Stavisky,1974,Drama,115,France,Alain Resnais,1,2,2,3,6,31
Things to Come,1936,Fantasy,92,Great Britain,William Cameron Menzies,0,2,2,1,6,3
Die Unendliche Geschichte II,1989,Fantasy,89,Germany,George Miller (I),1,2,1,1,4,41
Les routes du sud,1978,Drama,97,France,Joseph Losey,0,2,3,2,5,7
Drôle de drame,1937,Comedy,105,France,Marcel Carné,2,2,0,0,7,9
Hannibal Brooks,1968,Adventure,104,Great Britain,Michael Winner,2,2,0,2,5,4
Häxan,1922,Drama,88,Sweden,Benjamin Christensen,2,3,3,2,7,35
The Mummy's Shroud,1967,Horror,89,Great Britain,John Gilling,0,2,0,2,5,10
Zuckerbaby,1985,Comedy,86,Germany,Percy Adlon,0,2,0,2,7,12
Nuns on the Run,1990,Comedy,105,Great Britain,Jonathan Lynn,3,2,0,2,6,24
Le boucher,1969,Drama,95,France,Claude Chabrol,0,3,1,2,7,86
Death Drums Along the River,1963,Adventure,83,Great Britain,Lawrence Huntington,1,2,1,1,4,6
Tartuff,1925,Comedy,71,Germany,F.W. Murnau,0,0,0,0,7,19
The Sheltering Sky,1990,Drama,138,Great Britain,Bernardo Bertolucci,1,3,4,3,6,120
Le solitaire,1987,Crime,100,France,Jacques Deray,0,3,0,2,6,3
The Land That Time Forgot,1975,Adventure,90,Great Britain,Kevin Connor,1,4,3,3,5,26
Blind Terror,1971,Thriller,85,Great Britain,Richard Fleischer,2,4,2,4,6,38
Trog,1970,Horror,91,Great Britain,Freddie Francis,0,0,0,0,3,8
Time Bomb,1952,Thriller,72,Great Britain,Ted Tetzlaff,0,0,0,0,5,7
The Third Man,1949,Noir,105,Great Britain,Carol Reed,1,4,2,4,8,229
The Skull,1965,Horror,83,Great Britain,Freddie Francis,1,2,1,2,6,19
Le témoin,1979,Thriller,108,France,Jean-Pierre Mocky,2,3,2,3,5,45
Triple Cross,1967,Spy,140,Great Britain,Terence Young,0,2,0,3,5,27
Thérèse,1986,Drama,90,France,Alain Cavalier,0,0,0,0,7,16
Harry Black and the Tiger,1958,Adventure,107,Great Britain,Hugo Fregonese,1,2,0,2,6,11
La discrète,1990,Comedy,94,France,Christian Vincent,2,2,2,1,8,7
A Night To Remember,1959,Drama,125,Great Britain,Roy Ward Baker,0,2,0,2,7,17
Die Gruft mit dem Rätselschloss,1964,Thriller,85,Germany,Franz Josef Gotlieb,0,0,0,0,3,4
La tour de Nesle,1954,Drama,120,France,Abel Gance,0,1,0,2,5,9
Der Transport,1961,War,90,Germany,Jurgen Roland,0,0,0,0,6,5
Scott of the Antartic,1948,Adventure,111,Great Britain,Charles Frend,0,2,2,2,7,5
Dirnentragoedie,1927,Drama,105,Germany,Bruno Rahn,0,3,4,3,7,3
Die Venusfalle,1988,Comedy,107,Germany,Robert Van Ackeren,0,0,0,0,5,4
Roger-La-Honte,1966,Drama,105,France,Riccardo Freda,0,3,0,3,6,3
La grande vadrouille,1966,Comedy,118,France,Gérard Oury,4,4,2,2,7,75
The Three Lives of Thomasina,1963,Comedy,97,Great Britain,Don Chaffey,1,2,0,1,5,11
Return of the Scarlet Pimpernel,1938,Adventure,94,Great Britain,Hanns Schwarz,2,2,0,1,5,7
The Jigsaw Man,1984,Spy,91,Great Britain,Terence Young,0,2,0,2,4,7
Trop belle pour toi!,1989,Comedy,89,France,Bertrand Blier,2,2,1,2,6,6
Toute une vie,1974,Romantic,130,France,Claude Lelouch,1,4,3,4,6,15
Our Mother's House,1967,Drama,105,Great Britain,Jack Clayton,0,2,2,2,7,10
Sans lendemain,1939,Drama,79,France,Max Ophüls,0,2,0,2,7,10
Twinky,1969,Comedy,104,Great Britain,Richard Donner,2,2,0,0,5,18
The Last Wave,1977,Drama,106,Australia,Peter Weir,2,3,3,4,7,47
The Private Life of Don Juan,1934,Comedy,82,Great Britain,Alexander Korda,1,3,0,0,7,3
The Adventurers,1970,Adventure,164,Great Britain,Lewis Gilbert,0,2,1,2,5,6
Dernier domicile connu,1969,Noir,96,France,José Giovanni,0,2,1,2,7,61
The Last Safari,1967,Adventure,110,Great Britain,Henry Hathaway,0,2,0,2,7,16
Silver Bears,1977,Comedy,155,Great Britain,Ivan Passer,0,0,0,0,5,14
L'homme qui aimait les femmes,1977,Drama,120,France,François Truffaut,1,3,2,2,8,118
The Man Who Fell to Earth,1976,Sci-Fi,115,Great Britain,Nicolas Roeg,0,3,3,3,6,106
De la part des copains,1970,Thriller,91,France,Terence Young,1,3,1,3,5,32
The Man Who Could Work Miracles,1936,Comedy,90,Great Britain,Lothar Mendes,3,2,3,3,6,5
Les tribulations d'un Chinois en Chine,1965,Comedy,105,France,Philippe De Broca,2,2,0,2,5,21
L'homme de Rio,1964,Comedy,120,France,Philippe De Broca,3,4,1,2,6,24
A Man for All Seasons,1966,Drama,120,Great Britain,Fred Zinnemann,0,3,4,2,7,71
Un homme et une femme vingt ans déjà,1986,Romantic,103,France,Claude Lelouch,1,4,3,3,4,5
Le passager de la pluie,1969,Thriller,119,France,René Clément,2,3,3,4,5,29
Urga,1991,Drama,120,France,Nikita Mikhalkov,1,2,3,2,6,17
The Killing Fields,1984,Drama,143,Great Britain,Roland Joffé,0,3,3,3,7,124
Vingt-quatre heures de la vie d'une femme,1967,Drama,87,France,Dominique Delouche,0,1,2,1,5,3
Valmont,1989,Drama,140,France,Milos Forman,0,2,1,2,6,78
Variété,1925,Drama,104,Germany,Ewald Andreas Dupont,0,0,0,0,7,4
The Valley of Gwangi,1969,Sci-Fi,95,Great Britain,James O'Connolly,1,2,0,1,5,8
The Long Memory,1953,Thriller,91,Great Britain,Robert Hamer,0,3,1,3,7,3
The Belly of an Architect,1987,Drama,118,Great Britain,Peter Greenaway,0,2,3,3,7,58
The Naked Truth,1957,Comedy,92,Great Britain,Mario Zampi,3,3,1,0,7,6
Die sehnsucht der Veronika Voss,1982,Drama,105,Germany,Rainer Werner Fassbinder,1,3,4,4,7,49
Red Ensign,1934,Drama,69,Great Britain,Michael Powell,0,3,0,3,7,5
Far from the Madding Crowd,1967,Drama,164,Great Britain,John Schlesinger,0,3,3,3,8,33
Boulevard du rhum,1971,Adventure,113,France,Robert Enrico,1,3,0,2,5,13
Die freudlose Gasse,1925,Drama,110,Germany,Georg Wilhelm Pabst,0,2,3,3,7,17
Mutter Krausens Fahrt ins Gluck,1929,Drama,99,Germany,Piel Jutzi,0,2,3,3,8,3
No Highway in the Sky,1951,Comedy,98,Great Britain,Henry Koster,1,2,1,2,6,5
Village of the Damned,1960,Sci-Fi,78,Great Britain,Wolf Rilla,0,3,1,4,7,123
Viridiana,1961,Drama,91,Spain,Luis Buñuel,0,3,3,3,8,139
La vie à l'envers,1964,Grotesque,93,France,Alain Jessua,0,3,0,2,7,8
La vie devant soi,1977,Drama,100,France,Moshe Mizrahi,2,2,3,1,5,4
La vie et rien d'autre,1989,Drama,135,France,Bertrand Tavernier,1,2,3,3,7,21
Vive la vie,1984,Comedy,106,France,Claude Lelouch,1,3,3,3,6,6
Viva Maria!,1966,Adventure,115,France,Louis Malle,2,3,0,2,6,19
Le désordre et la nuit,1958,Crime,95,France,Gilles Grangier,0,2,0,3,7,7
The Whisperers,1966,Drama,106,Great Britain,Bryan Forbes,0,0,0,0,8,6
Yanks,1979,Romantic,141,Great Britain,John Schlesinger,1,3,2,2,7,21
A View to a Kill,1985,Spy,130,Great Britain,John Glen,2,2,1,2,6,140
Licence to Kill,1989,Spy,141,Great Britain,John Glen,2,4,2,3,6,112
08/15 - In der Heimat,1955,War,97,Germany,Paul May,0,2,2,2,7,3
Sapphire,1959,Thriller,86,Great Britain,Basil Dearden,0,3,3,3,7,11
Tatie Danielle,1990,Comedy,110,France,Etienne Chatiliez,3,3,1,2,5,12
Le gitan,1975,Crime,100,France,José Giovanni,0,1,1,2,6,37
Les bas fond,1936,Drama,90,France,Jean Renoir,0,2,3,3,8,6
Les favoris de la Lune,1984,Comedy,101,France,Otar Iosseliani,2,2,2,1,7,16
The Lady Vanishes,1938,Thriller,97,Great Britain,Alfred Hitchcock,3,4,1,3,7,147
Le mépris,1963,Drama,81,France,Jean-Luc Godard,2,1,3,1,7,136
S'en fout la mort,1990,Drama,97,France,Claire Denis,0,0,0,0,6,13
Golgotha,1935,Drama,95,France,Julien Duvivier,0,1,0,1,4,4
Comrades,1987,Drama,180,Great Britain,Bill Douglas,0,2,3,2,7,4
L'air de Paris,1954,Drama,105,France,Marcel Carné,0,2,2,2,6,9
Casque d'or,1952,Drama,96,France,Jacques Becker,0,2,0,1,8,55
Odd Man Out,1946,Drama,115,Great Britain,Carol Reed,0,3,1,3,7,43
Die Büchse der Pandora,1928,Drama,120,Germany,Georg Wilhelm Pabst,1,3,2,3,8,45
Bis Ans Ende Der Welt,1991,Sci-Fi,158,Germany,Wim Wenders,0,2,3,2,6,64
House of Dark Shadows,1970,Horror,97,Great Britain,Dan Curtis,0,0,0,0,6,15
Les ripoux,1984,Crime,106,France,Claude Zidi,3,3,1,2,7,9
Indochine,1991,Drama,117,France,Régis Wargnier,0,2,1,1,5,11
Ascenseur pour l'échafaud,1958,Drama,90,France,Louis Malle,0,2,1,4,8,151
Safari,1956,Adventure,91,Great Britain,Terence Young,1,2,0,1,4,7
Hamlet,1948,Drama,153,Great Britain,Laurence Olivier,1,2,3,3,7,71
The Curse of Frankenstein,1957,Horror,83,Great Britain,Terence Fisher,0,3,0,3,7,39
A World Apart,1988,Drama,101,Great Britain,Chris Menges,0,2,3,3,7,12
Sous le soleil de Satan,1987,Drama,103,France,Maurice Pialat,0,0,0,0,7,23
Compartiment tueurs,1965,Thriller,90,France,Costa-Gavras,2,4,0,4,7,13
Eye of the Devil,1967,Thriller,92,Great Britain,J. Lee Thompson,2,3,2,4,6,4
Un mauvais fils,1980,Drama,110,France,Claude Sautet,0,0,0,0,7,11
Night Must Fall,1964,Thriller,105,Great Britain,Karel Reisz,0,2,0,2,7,12
Un meurtre est un meurtre,1972,Thriller,103,France,Etienne Perier,0,2,0,3,5,5
Blind Date,1959,Thriller,95,Great Britain,Joseph Losey,1,2,1,3,7,18
Die Geduld der Rosa L.,1985,Biography,121,Germany,Margarethe Von Trotta,0,2,3,1,5,6
That Lucky Touch,1975,Comedy,93,Great Britain,Christopher Miles,2,2,0,0,6,7
The Good Father,1985,Drama,90,Great Britain,Mike Newell,0,2,1,3,7,6
Le silence de la mer,1947,Drama,86,France,Jean-Pierre Melville,2,3,4,4,8,50
The Bedford Incident,1965,War,100,Great Britain,James B. Harris,0,2,0,2,7,21
Vendetta for the Saint,1973,Spy,100,Great Britain,Jim O' Connolly,0,2,0,2,6,17
The Spanish Gardener,1956,Drama,95,Great Britain,Philip Leacock,0,2,1,2,7,4
Westfront 1918,1930,War,96,Germany,Georg Wilhelm Pabst,0,3,3,3,7,15
The Conquest of Paradise,1992,History,160,Great Britain,Ridley Scott,1,2,2,2,6,59
Montenegro or Pigs and Pearls,1982,Drama,103,Sweden,Dusan Makavejev,3,3,2,2,7,6
Split Second,1992,Fantasy,88,Great Britain,Tony Maylam,0,1,0,2,5,43
Der Prinz und der Bettelknabe,1981,Comedy,93,Germany,Don Chaffey,1,2,0,0,6,4
Eaux profondes,1981,Drama,94,France,Michel Deville,0,2,0,3,7,8
Blackmail,1929,Thriller,90,Great Britain,Alfred Hitchcock,1,2,1,3,7,58
The Fast Lady,1962,Comedy,96,Great Britain,Ken Annakin,3,3,0,1,5,10
La cage,1975,Drama,90,France,Pierre Granier-Deferre,0,0,0,0,6,8
The Secret Partner,1961,Thriller,91,Great Britain,Basil Dearden,0,3,0,3,5,3
Robbery,1967,Crime,113,Great Britain,Peter Yates,0,0,0,0,7,18
Le roman de Werther,1938,Drama,90,France,Max Ophüls,0,2,0,2,7,6
Palermo oder Wolfsburg,1980,Drama,175,Germany,Werner Schroeter,1,2,2,3,6,4
The Living Daylights,1987,Spy,131,Great Britain,John Glen,2,2,0,2,5,93
The Return of the Pink Panther,1974,Comedy,115,Great Britain,Blake Edwards,3,3,0,0,6,69
Conspirator,1949,Spy,87,Great Britain,Victor Saville,0,1,0,1,4,4
Procés de Jeanne d'Arc,1962,Drama,60,France,Robert Bresson,0,2,4,3,8,60
The Guns of Navarone,1960,War,157,Great Britain,J. Lee Thompson,1,3,1,3,7,111
Erik the Viking,1989,Fantasy,108,Great Britain,Terry Jones,3,2,1,1,6,16
Freud,1962,Biography,140,Great Britain,John Huston,0,2,2,1,7,34
The Horror of Frankenstein,1970,Horror,95,Great Britain,Jimmy Sangster,0,2,0,2,6,9
The Plumber,1980,Comedy,76,Australia,Peter Weir,0,0,0,0,7,13
What a Carve Up!,1961,Comedy,88,Great Britain,Pat Jackson,2,2,0,2,6,4
L'ours,1988,Adventure,100,France,Jean-Jacques Annaud,1,2,3,3,7,53
The Pied Piper,1972,Fantasy,90,Great Britain,Jacques Demy,1,2,1,0,5,5
Landru,1962,Drama,115,France,Claude Chabrol,1,2,1,3,6,42
The Citadel,1938,Drama,113,Great Britain,King Vidor,0,3,3,3,7,13
Le doulos,1962,Noir,116,France,Jean-Pierre Melville,0,3,1,3,8,74
